Uuid,Void/Retire,Name,Concept Drug,Concept Dosage Form,Strength,_version:1,
a9aa9d5f-9b61-4024-8971-ab3438dc6c5e,1,Clonazepan 0.5mg Retired Retired Retired,3ecf1ff7-22e4-4846-90dc-10ed9255ce8e,33b0b316-8a92-11e4-977f-0800271c1b75,0.5mg,,
a7452b22-2691-4192-b06f-77738cc28891,1,Clotrimazole & Lignocaine 1% Retired Retired Retired,1a785710-08a7-4798-b122-4c88d2a98b53,14b67db6-97a9-4754-800a-e8f7dadf1e4a,1%,,
1f333142-3c15-43ab-b529-fc9c2861a81f,1,Clotrimazole 1% Retired Retired Retired,895ae798-25af-4232-b4a1-942b11abd446,a799e507-0d3c-4061-915b-ea7e1c4353ef,1%,,
c1af3552-0850-4a75-871e-742ad67782fd,1,Clotrimazole 1% Retired Retired Retired,895ae798-25af-4232-b4a1-942b11abd446,c11814ab-4e88-46d7-8e9c-e78eb8312750,1%,,
9b3584d4-eff4-4c4f-9ad0-c3dfc5be5eb9,1,Clotrimazole 100mg Retired Retired Retired,895ae798-25af-4232-b4a1-942b11abd446,74ed907a-191d-4ff8-823f-ad551b2038e9,100mg,,
b49b59c9-94bd-4a56-be12-cf9ebd69a6ef,1,Clotrimazole 100mg Retired Retired Retired,895ae798-25af-4232-b4a1-942b11abd446,33b0b316-8a92-11e4-977f-0800271c1b75,100mg,,
b12d76a0-b63e-4bc5-b18f-e28dd98b9df7,1,Clotrimazole Otic 1% Retired Retired Retired,ebfa6b78-15c2-4343-a240-31f9fce66723,14b67db6-97a9-4754-800a-e8f7dadf1e4a,1%,,
d2e0030c-267f-4cff-97a8-84dd7196a872,1,Clove Oil 10ml Retired Retired Retired,cbbde229-f044-43ae-9a34-504fb77ce42f,17b46434-eadc-452a-a13b-35d9a85d3d19,10ml,,
c7fdee92-c656-48e4-bf67-0cbd41d9bc97,1,Cloxacillin 500mg/1.2ml Retired Retired Retired,1b535529-68fb-4bb5-bb5a-202ec74efb1d,111b7c83-bd20-456a-9eb0-ab647e6566e0,500mg/1.2ml,,
e8532259-2017-47ad-a18f-b90ec9678610,1,Codeine Phosphate 15mg Retired Retired Retired,62f52893-4ec1-4de6-8585-92da6d917579,33b0b316-8a92-11e4-977f-0800271c1b75,15mg,,
bab83a83-c508-4b35-83ab-2b6c6fa31744,1,Cotrimoxazole 50ml Retired Retired Retired,55e6671b-f5c3-4699-8b76-a7f59701d35b,17b46434-eadc-452a-a13b-35d9a85d3d19,50ml,,
444b7285-0ec5-4b82-b049-b3e943654523,1,Cotrimoxazole 960mg Retired Retired Retired,55e6671b-f5c3-4699-8b76-a7f59701d35b,33b0b316-8a92-11e4-977f-0800271c1b75,960mg,,
afc0d28b-6fb7-4b17-845e-e656f819247b,1,Cremaffin 200ml Retired Retired Retired,990f8299-6f88-49bc-af49-9fa3944d0fc1,17b46434-eadc-452a-a13b-35d9a85d3d19,200ml,,
b0d78454-bf28-4f5f-acce-30b17acc8141,1,Cycloserine 250mg Retired Retired Retired,8ebd43a6-fc66-4c00-a0de-108c6acd5721,33b0b316-8a92-11e4-977f-0800271c1b75,250mg,,
99306d19-3f88-418f-bdd6-b700c93d0f36,1,D5 Dextrose 5% Retired Retired Retired,87753466-f579-4a17-8caa-c5b38345d037,111b7c83-bd20-456a-9eb0-ab647e6566e0,5%,,
f860f265-2015-4093-8beb-602430367f3a,1,Dexamethasone 4mg/ml Retired Retired Retired,e4a0426a-4235-416d-8089-84ae113808d6,111b7c83-bd20-456a-9eb0-ab647e6566e0,4mg/ml,,
2576f6a9-a154-4552-bf7e-61b707410376,1,Dextrose 10% Retired Retired Retired,49be9771-c89d-4b0d-a03c-ecd6283f0caa,111b7c83-bd20-456a-9eb0-ab647e6566e0,10%,,
487aab40-4aa5-425f-ab29-134d99662388,1,Dextrose 25% Retired Retired Retired,49be9771-c89d-4b0d-a03c-ecd6283f0caa,111b7c83-bd20-456a-9eb0-ab647e6566e0,25%,,
f6429d97-1500-45ea-bd77-5a0eeb2bdd1a,1,Diazepam 5mg Retired Retired Retired,eab2bb93-b2d1-42ef-817e-1b47d79d76db,33b0b316-8a92-11e4-977f-0800271c1b75,5mg,,
bea1b1cc-430f-449e-8ff6-5a17f9ae7a22,1,Diazepam 5mg/2ml Retired Retired Retired,eab2bb93-b2d1-42ef-817e-1b47d79d76db,111b7c83-bd20-456a-9eb0-ab647e6566e0,5mg/2ml,,
5416572c-c522-4e60-b2d7-ef662090c64f,1,Diclofenac 1% Retired Retired Retired,391d02a4-2640-4d7b-900f-f74de8e1b6ed,61e9f4ce-fd91-405d-9a51-d0ccc94b18fa,1%,,
e10a4b64-4e87-49e1-86b4-882e7f41cd24,1,Diclofenac Sodium 100mg Retired Retired Retired,899fcf9c-8236-4603-b6d1-46a778db6504,33b0b316-8a92-11e4-977f-0800271c1b75,100mg,,
89a99f86-6103-46c4-8008-07c690ff3218,1,Diclofenac Sodium 25mg/ml Retired Retired Retired,899fcf9c-8236-4603-b6d1-46a778db6504,111b7c83-bd20-456a-9eb0-ab647e6566e0,25mg/ml,,
060b86ec-e8a6-4457-8a00-70c4b82566a2,1,Diclofenac Sodium 50mg Retired Retired Retired,899fcf9c-8236-4603-b6d1-46a778db6504,33b0b316-8a92-11e4-977f-0800271c1b75,50mg,,
08a5632f-fc23-437e-87a7-4d640bcabc56,1,Dicyclomine 10mg/5ml Retired Retired Retired,392ff197-bcb2-44f3-933c-6e8ecb3d926e,17b46434-eadc-452a-a13b-35d9a85d3d19,100mg/5ml,,
79abfb33-5d75-4242-ba39-8c84b7191d50,1,Diethylcarbamazine 100mg Retired Retired Retired,39e70f10-d942-4e2e-b976-28a629d6740b,33b0b316-8a92-11e4-977f-0800271c1b75,100mg,,
2843066c-8c55-49e0-a5b2-52647a0622bf,1,Digoxin 0.25mg Retired Retired Retired,72005c75-6d84-468e-a28e-43ca17a7216a,33b0b316-8a92-11e4-977f-0800271c1b75,0.25mg,,
9e99ebb0-56d5-4517-88c0-f754a861954c,1,Disodium Hydrogen Citrate 1.31mg/5ml Retired Retired Retired,0948a889-1da2-44a2-9e30-51c38874a65d,17b46434-eadc-452a-a13b-35d9a85d3d19,1.31mg/5ml,,
3f33094d-52f3-467f-a40e-0a9717c21445,1,Dextrose Normal Saline 5% 500ml Retired Retired Retired,8f29cfad-b34f-463b-b4f8-9ea56e4ea9d3,111b7c83-bd20-456a-9eb0-ab647e6566e0,5%,,
a0057d24-fb2b-4eda-9fc0-fe533ce94322,1,Domperidone  10mg Retired Retired Retired,b68192db-fc09-445f-9232-0ba54858e41d,33b0b316-8a92-11e4-977f-0800271c1b75,10mg,,
eecbbacd-bb25-4457-9c8e-c3868ff6d98c,1,Dopamine 40mg/ml Retired Retired Retired,f1e6e3c0-acf9-478a-b69e-94cf54a0d45b,111b7c83-bd20-456a-9eb0-ab647e6566e0,40mg/ml,,
66013ad0-e9db-493a-b027-89a1de45d660,1,Doxycycline 100mg Retired Retired Retired,b571adbe-388f-4219-be01-343738d3ed80,33b11175-8a92-11e4-977f-0800271c1b75,100mg,,
d372aee7-29e5-4d86-a634-34d8db0f0ad5,1,Enalapril 2.5mg Retired Retired Retired,d612ddcc-9d3b-4489-97e1-22893c9735df,33b0b316-8a92-11e4-977f-0800271c1b75,2.5mg,,
dc02fb45-64e4-476b-9855-4504d5293538,1,Enalapril 5mg Retired Retired Retired,d612ddcc-9d3b-4489-97e1-22893c9735df,33b0b316-8a92-11e4-977f-0800271c1b75,5mg,,
28e8584d-64fa-4d00-9cdb-31a8f9802d25,1,Ethamsylate 500mg Retired Retired Retired,e5c615d2-e6d6-463f-945b-92afb28e027f,33b0b316-8a92-11e4-977f-0800271c1b75,500mg,,
4fe3b094-bbcf-460d-8c21-616bfa58ef48,1,Ethionamide 250mg Retired Retired Retired,706797d0-635b-44d3-a46c-ddbe0d8483c1,33b0b316-8a92-11e4-977f-0800271c1b75,250mg,,
4abd3b3d-198d-4e95-8b8a-43747de1691d,1,Etophylline & Theophylline 84.7mg/ml Retired Retired Retired,7f097fc4-be12-4916-99e5-4ebdc8abe832,111b7c83-bd20-456a-9eb0-ab647e6566e0,84.7mg/ml,,
f9ba2b14-b223-46b2-a761-7e7301c65728,1,Etophylline & Theophylline 150mg Retired Retired Retired,7f097fc4-be12-4916-99e5-4ebdc8abe832,33b0b316-8a92-11e4-977f-0800271c1b75,150mg,,
b7e9ab3e-c624-42b7-9161-e659facf9cbc,1,Etophylline & Theophylline 300mg Retired Retired Retired,7f097fc4-be12-4916-99e5-4ebdc8abe832,33b0b316-8a92-11e4-977f-0800271c1b75,300mg,,
3fdfd794-0c73-4795-b850-58f6033c333b,1,Famotidine 40mg Retired Retired Retired,1952c13e-d829-4450-a605-828a1bd6c11e,33b0b316-8a92-11e4-977f-0800271c1b75,40mg,,
66e666d6-7142-4af5-b1fd-57704b78c609,1,Ferrous Fumarate & Folic Acid 300mg + 0.6mg Retired Retired Retired,27e9c4ee-9d47-4b65-b314-4c5767b121cd,33b0b316-8a92-11e4-977f-0800271c1b75,300mg + 0.6mg,,
826285af-de4b-4369-838c-7721f207e89e,1,Ferrous Sulphate 200mg Retired Retired Retired,37235b28-c886-41f4-826a-8581150fcc37,33b0b316-8a92-11e4-977f-0800271c1b75,200mg,,
63fd6326-8b2d-4661-ac32-719898332556,1,Finasteride 5mg Retired Retired Retired,e2650794-cf62-4a1a-a678-0bcc3bf21323,33b0b316-8a92-11e4-977f-0800271c1b75,5mg,,
784da3a1-86b1-4be0-8e05-7907b08f785b,1,Fluconazole 150mg Retired Retired Retired,32d6f1a8-7a0d-46f7-845a-84e3a27e686e,33b11175-8a92-11e4-977f-0800271c1b75,150mg,,
5b597cca-ac96-401a-a471-3fcfe6034a4e,1,Fluoxetine 20mg Retired Retired Retired,ce9896a2-de40-4b8e-88fb-e6477eb27f18,33b11175-8a92-11e4-977f-0800271c1b75,20mg,,
aa226112-064c-4655-b1d6-ce02f4acb9e8,1,Folic Acid 5mg Retired Retired Retired,9486be67-f05f-44a3-8962-0746f0904f1b,33b0b316-8a92-11e4-977f-0800271c1b75,5mg,,
abe05733-8274-4663-938c-294375d51a8a,1,Frusemide 10mg/ml Retired Retired Retired,a82fd4d8-1898-4aa3-86dd-5a0c09381a3f,111b7c83-bd20-456a-9eb0-ab647e6566e0,10mg/ml,,
a036414e-7df6-4fb8-99f7-f76366ccbd5d,1,Frusemide & Amiloride 40mg + 5mg Retired Retired Retired,81e598ec-f743-409e-8e35-1a682339042d,33b0b316-8a92-11e4-977f-0800271c1b75,40mg + 5mg,,
606f5355-6662-43ed-b428-4745ddbe5959,1,Furosemide 40mg Retired Retired Retired,9f6c3927-2a31-485c-8735-f10b9951aef9,33b0b316-8a92-11e4-977f-0800271c1b75,40mg,,
81273dae-0330-416f-a3d5-ed212d208e15,1,Furosemide & Spironolactone 20mg + 50mg Retired Retired Retired,cb8b19e0-efae-44a2-923f-c65a08595cbf,33b0b316-8a92-11e4-977f-0800271c1b75,20mg + 50mg,,
161bf86b-9cc8-4d76-9dc9-3d097652895d,1,Fusidic Acid 5 gm Retired Retired Retired,41bf087e-6031-4735-a310-7d6232f2b027,c11814ab-4e88-46d7-8e9c-e78eb8312750,5gm,,
d216a447-508f-4c69-848a-dd05b6aff483,1,Gabapentin 300mg Retired Retired Retired,0c0563de-cd06-49de-8b31-af79d668b81b,33b11175-8a92-11e4-977f-0800271c1b75,300mg,,
edbd9dc8-1880-45db-9128-d3f08becd36d,1,Gamma Benzene Hexachloride & Cetrimide 1% + 1% Retired Retired Retired,f59f2ffe-18b9-4534-b15b-9e8f4ef41bbd,29f057e5-c86d-4980-bdb0-69b46cd477c5,1% + 1%,,
400a3298-5728-4ab8-acdf-46845440643c,1,Gentamycin 20mg/ml Retired Retired Retired,1b6b830c-068d-460d-8411-c42ffe7b0331,111b7c83-bd20-456a-9eb0-ab647e6566e0,20mg/ml,,
69513802-6265-446f-86cd-438b5c7fad04,1,Gentamycin 40mg/ml Retired Retired Retired,1b6b830c-068d-460d-8411-c42ffe7b0331,111b7c83-bd20-456a-9eb0-ab647e6566e0,40mg/ml,,
d5a07616-62ff-4eb6-81fa-62446aa734dd,1,Gentian Violet 1% Retired Retired Retired,c30f5267-e067-4e01-9b88-8f4ee5c7c069,14b67db6-97a9-4754-800a-e8f7dadf1e4a,1%,,
ded3abe1-0cf6-4c39-8beb-0b464eae89b9,1,Glimepiride 2mg Retired Retired Retired,e94c6d4c-589d-46c5-a971-99070df288a8,33b0b316-8a92-11e4-977f-0800271c1b75,2mg,,
9918cac6-1d05-4420-bdb4-92e25413bd80,1,Glimepiride 4mg Retired Retired Retired,e94c6d4c-589d-46c5-a971-99070df288a8,33b0b316-8a92-11e4-977f-0800271c1b75,4mg,,
020c1d70-b578-4da1-a640-cced0ad7d7a2,1,Glipizide 5mg Retired Retired Retired,e6701098-9f0e-41f9-9c9d-fcdb57715bef,33b0b316-8a92-11e4-977f-0800271c1b75,5mg,,
143f3595-bd3e-4d04-888a-ecd8d945ea6d,1,Glycerine & Sodium Chloride Enema 30ml Retired Retired Retired,6b90f8e8-2406-45f0-bec4-19d65477147f,17b46434-eadc-452a-a13b-35d9a85d3d19,30ml,,
49d5bb82-27c1-4aef-a55b-79f373ed975b,1,Glyceryl Trinitrate 0.4mg Retired Retired Retired,604fc052-da3e-4032-aeb8-3f88a8041448,33b0b316-8a92-11e4-977f-0800271c1b75,0.4mg,,
50788d16-a65e-497f-bf4a-1370b85174db,1,Haloperidol 0.25mg Retired Retired Retired,5831575c-89a8-45d5-a02e-ac194d70c064,33b0b316-8a92-11e4-977f-0800271c1b75,0.25mg,,
09f0b1c3-2c44-4a60-8027-3ebfbb377e47,1,Haloperidol 5mg Retired Retired Retired,5831575c-89a8-45d5-a02e-ac194d70c064,33b0b316-8a92-11e4-977f-0800271c1b75,5mg,,
8cf85756-18b4-4516-a7c4-aa9d8646dc20,1,Haloperidol 5mg/ml Retired Retired Retired,5831575c-89a8-45d5-a02e-ac194d70c064,111b7c83-bd20-456a-9eb0-ab647e6566e0,5mg/ml,,
c95c2ac2-3abd-4d34-b8e9-3ff56bed8c0e,1,Hepatitis B Vaccine 20mcg/ml Retired Retired Retired,3209fc0b-f2ad-46b9-b9fe-7910c4960571,111b7c83-bd20-456a-9eb0-ab647e6566e0,20mcg/ml,,
1d3c0d4d-6ce9-459b-a484-044d5403203d,1,Hepatitis B Vaccine 1ml/dose Retired Retired Retired,3209fc0b-f2ad-46b9-b9fe-7910c4960571,111b7c83-bd20-456a-9eb0-ab647e6566e0,1ml/dose,,
5c7b5bbf-5253-43f8-b07e-a8e67a6fb6f7,1,Hydrochlorothiazide 12.5mg Retired Retired Retired,8df288a5-9288-4ded-a862-ffb1ed062a12,33b0b316-8a92-11e4-977f-0800271c1b75,12.5mg,,
6ae55958-f43d-489c-80e5-2531424ea4e0,1,Hydrochlorothiazide 25mg Retired Retired Retired,8df288a5-9288-4ded-a862-ffb1ed062a12,33b0b316-8a92-11e4-977f-0800271c1b75,25mg,,
41d0803e-7cc5-4dbe-bd9d-7d0623557e20,1,Hydrocortisone 1% Retired Retired Retired,a2956625-0a07-48b7-9344-3cb707dcd542,c11814ab-4e88-46d7-8e9c-e78eb8312750,1%,,
5cc9aab9-51ad-4937-9de1-f208f38d8c39,1,Hydrocortisone 100mg/5ml Retired Retired Retired,a2956625-0a07-48b7-9344-3cb707dcd542,111b7c83-bd20-456a-9eb0-ab647e6566e0,100mg/5ml,,
9b200fd6-a3bb-4c3f-9155-f68a216c6983,1,Hydrogen Peroxide 20% Retired Retired Retired,fd8e84b9-be65-4a8f-b5e1-1b0f80a09035,17b46434-eadc-452a-a13b-35d9a85d3d19,20%,,
cdc2930d-d822-410a-8d7d-533e8081bd10,1,Hyoscine Butylbromide 10mg Retired Retired Retired,44dbd31a-7c2d-422d-b584-004532e4aaff,33b0b316-8a92-11e4-977f-0800271c1b75,10mg,,
b9e24012-51ce-4251-9b11-1127172cd27e,1,Hyoscine Butylbromide 20mg Retired Retired Retired,44dbd31a-7c2d-422d-b584-004532e4aaff,33b0b316-8a92-11e4-977f-0800271c1b75,20mg,,
9fc7d906-74b0-4c3b-b4da-050c6aaeb207,1,Hyoscine Butylbromide 20mg/ml Retired Retired Retired,44dbd31a-7c2d-422d-b584-004532e4aaff,111b7c83-bd20-456a-9eb0-ab647e6566e0,20mg/ml,,
d6baa542-9b17-48a5-b8c5-47910be574a5,1,Ibuprofen 400mg Retired Retired Retired,ff5cdb18-0258-4467-bf1f-35c7b6339767,33b0b316-8a92-11e4-977f-0800271c1b75,400mg,,
62ae129e-89e3-4294-8961-36ff5f70ecc7,1,Ibuprofen & Paracetamol 225mg/5ml Retired Retired Retired,46a9fa37-d6f2-4f72-8a16-c1a76008f508,17b46434-eadc-452a-a13b-35d9a85d3d19,255mg/5ml,,
98cac2c0-dc24-4a39-a83f-52f4e83c4fe9,1,Ibuprofen & Paracetamol 400mg + 500mg Retired Retired Retired,46a9fa37-d6f2-4f72-8a16-c1a76008f508,33b0b316-8a92-11e4-977f-0800271c1b75,400mg + 500mg,,
102ed6e5-f7ef-465a-867a-491ea11d2577,1,Ibuprofen & Paracetamol 725mg Retired Retired Retired,46a9fa37-d6f2-4f72-8a16-c1a76008f508,33b0b316-8a92-11e4-977f-0800271c1b75,725mg,,
0c35f7d0-5ad8-4197-b5a7-ca347ce77ad3,1,Indomethacin 25mg Retired Retired Retired,1550184e-b01e-487e-98e6-6be5affdd67d,33b0b316-8a92-11e4-977f-0800271c1b75,25mg,,
babd32aa-b288-4567-8d30-c770cde531cb,1,Indomethacin 25mg Retired Retired Retired,1550184e-b01e-487e-98e6-6be5affdd67d,33b11175-8a92-11e4-977f-0800271c1b75,25mg,,
6189a63f-9869-431c-af3d-04f3bca1e0e5,1,Insulin 30/70 100 IU/ml Retired Retired Retired,aee5f376-e00c-46f3-83ef-3759e54f85a1,111b7c83-bd20-456a-9eb0-ab647e6566e0,100IU/ml,,
3f5857ba-5436-4598-8849-b4b4f926dc4c,1,Insulin 40 IU/ml Retired Retired Retired,aee5f376-e00c-46f3-83ef-3759e54f85a1,111b7c83-bd20-456a-9eb0-ab647e6566e0,40IU/ml,,
03966798-5c40-4a6e-ac89-178371653df7,1,Ipratropium 20mcg Retired Retired Retired,3fce12df-5872-4466-841c-2ec8e195733b,e5af7ef5-d381-44e4-85cb-6890b4041f21,20mcg,,
d215dcbf-b779-4247-adc7-2a74457a7e8f,1,Ipratropium 200mcg Retired Retired Retired,3fce12df-5872-4466-841c-2ec8e195733b,e5af7ef5-d381-44e4-85cb-6890b4041f21,200mcg,,
07aa181e-ed75-40e3-9574-31fe47cfc34b,1,Ipratropium Bromide 250mg/ml Retired Retired Retired,d5a8fc85-6ee9-4983-a056-f4d3449f6af8,14b67db6-97a9-4754-800a-e8f7dadf1e4a,250mg,,
52ec9ef8-09b5-4b0e-8934-e1a14329224f,1,Ipratropium Bromide 500mg/ml Retired Retired Retired,d5a8fc85-6ee9-4983-a056-f4d3449f6af8,14b67db6-97a9-4754-800a-e8f7dadf1e4a,500mg,,
a4a9fd90-e36e-4bef-907a-4e338a5d4e02,1,Isosorbide Mononitrate 10mg Retired Retired Retired,c65d61af-b804-4a17-8f6b-b6d758fcf75a,33b0b316-8a92-11e4-977f-0800271c1b75,10mg,,
e19aa3ab-a7b5-4886-8dd3-e5121acd8a15,1,Ivermectin 6mg Retired Retired Retired,b4f9dd7f-4718-47ab-8697-9ce41548452e,33b0b316-8a92-11e4-977f-0800271c1b75,6mg,,
1a3387be-dd84-4ea0-80e5-f779e26dc97a,1,Ketamine 50mg/ml Retired Retired Retired,bc2a1619-fd05-479e-a122-5de978ef114d,111b7c83-bd20-456a-9eb0-ab647e6566e0,50mg/ml,,
e74218fc-87f7-4221-919a-8827fbaef2bf,1,Ketoconazole 200mg Retired Retired Retired,73e9e187-7164-4e0a-bb36-0a7178406288,33b0b316-8a92-11e4-977f-0800271c1b75,200mg,,
dbfa0fb1-bbd6-4a68-8069-70d733942c28,1,Lactulose 3.35mg/5ml Retired Retired Retired,b24cc360-c046-44cf-a6be-e4aeb385992e,17b46434-eadc-452a-a13b-35d9a85d3d19,3.35mg/5ml,,
25a8400e-1982-4833-bf9c-73699bdcde9d,1,Levofloxacin 250mg Retired Retired Retired,98dbb9b2-9859-4b68-b08a-78f88f629d40,33b0b316-8a92-11e4-977f-0800271c1b75,250mg,,
e520369f-7efc-4514-b39f-ef02c66d4ade,1,Levonorgestrel & Ethinylestradiol 0.15mg + 0.03mg Retired Retired Retired,9ee39084-8962-48d8-bb31-fb89337e8bce,33b0b316-8a92-11e4-977f-0800271c1b75,0.15mg + 0.03mg,,
e94538f2-dca5-47c5-8b44-29e64759a29c,1,Levothyroxine 100mcg Retired Retired Retired,e61d0a67-a5a6-44e7-8907-6a82d765ca1f,33b0b316-8a92-11e4-977f-0800271c1b75,100mg,,
64761efc-dcff-485f-b924-fbb4ec140df2,1,Lignocaine & Adrenaline 2% + 1:10\,000 Retired Retired Retired,c38432d2-3b74-4431-8b60-12a6b053394b,111b7c83-bd20-456a-9eb0-ab647e6566e0,2% + 1:10\,0
c9ae6014-99f5-4942-b789-a5771d5451d2,1,Losartan 25mg Retired Retired Retired,502a66e9-2eb3-4e13-926f-57fe9d393a94,33b0b316-8a92-11e4-977f-0800271c1b75,25mg,,
ac2ae8b0-27ef-4989-bfd4-cf0b60686758,1,Losartan 50mg Retired Retired Retired,502a66e9-2eb3-4e13-926f-57fe9d393a94,33b0b316-8a92-11e4-977f-0800271c1b75,50mg,,
1fcb7001-65e9-48a8-aeeb-7712336077ee,1,Magnesium Sulphate 500mg/ml Retired Retired Retired,0bdba7cc-fcd1-41e1-8f79-6407d2835a78,111b7c83-bd20-456a-9eb0-ab647e6566e0,500mg/ml,,
41daff92-3590-4422-a8b6-15902d7fd5c6,1,Mannitol 20% Retired Retired Retired,00fe2104-f143-4250-ab30-d22ca130e685,111b7c83-bd20-456a-9eb0-ab647e6566e0,20%,,
41825f3d-e3b4-4f7f-9e01-3ac6f1c2cfc9,1,Medroxyprogesterone 150mg/ml Retired Retired Retired,00e041c7-1731-4d0f-bf0d-980192ad38c1,111b7c83-bd20-456a-9eb0-ab647e6566e0,150mg/ml,,
25e1d752-7c4b-4629-8329-9921803913cd,1,Medroxyprogesterone Acetate 10mg Retired Retired Retired,fcac77cf-fd5d-4083-9426-1591531bdb84,33b0b316-8a92-11e4-977f-0800271c1b75,100mg,,
07b787ea-fbea-41a3-ad0c-bc81ee3428de,1,Metformin 1000mg Retired Retired Retired,63aaaeba-9b3c-4ff5-9faf-522c10b6f54c,33b0b316-8a92-11e4-977f-0800271c1b75,1000mg,,
952916ed-55f9-498a-8880-3b69855598ef,1,Metformin 500mg Retired Retired Retired,63aaaeba-9b3c-4ff5-9faf-522c10b6f54c,33b0b316-8a92-11e4-977f-0800271c1b75,500mg,,
3add5d98-4663-4938-928e-f68e6b71f6eb,1,Metformin 850mg Retired Retired Retired,63aaaeba-9b3c-4ff5-9faf-522c10b6f54c,33b0b316-8a92-11e4-977f-0800271c1b75,850mg,,
3386d038-35dd-40d6-8df3-724c7d3ab215,1,Methotrexate 2.5mg Retired Retired Retired,017dcf18-5ba3-4aac-b12a-27a5df1ffee5,33b0b316-8a92-11e4-977f-0800271c1b75,2.5mg,,
682ebcf5-177e-46c3-b7ea-b514ce5d5710,1,Methylergometrine 0.2mg/ml Retired Retired Retired,79ae8e90-0903-41fd-a727-deca362b1d2e,111b7c83-bd20-456a-9eb0-ab647e6566e0,0.2mg/ml,,
df0eaf2e-1a0c-4557-a6be-0aa44f1055ae,1,Metoclopramide 10mg Retired Retired Retired,fa2a3b41-e500-45cd-8f93-e7d77d5db398,33b0b316-8a92-11e4-977f-0800271c1b75,10mg,,
09ae2261-362f-43ce-afb7-9aa45c78185c,1,Metoclopramide 5mg/5ml Retired Retired Retired,fa2a3b41-e500-45cd-8f93-e7d77d5db398,17b46434-eadc-452a-a13b-35d9a85d3d19,5mg/5ml,,
aa646486-21f8-4ebc-99ef-f5cf9ad30d8e,1,Metoclopramide 5mg/ml Retired Retired Retired,fa2a3b41-e500-45cd-8f93-e7d77d5db398,111b7c83-bd20-456a-9eb0-ab647e6566e0,5mg/ml,,
99a3dc2a-bc88-4386-8e29-e0123d48cc76,1,Metronidazole 100mg/5ml Retired Retired Retired,f9608d19-a304-4508-9074-4858cd3ccbed,17b46434-eadc-452a-a13b-35d9a85d3d19,100mg/5ml,,
b6c526ab-ed0c-4b0c-93e2-d89f1dc896dd,1,Metronidazole 200mg Retired Retired Retired,f9608d19-a304-4508-9074-4858cd3ccbed,33b0b316-8a92-11e4-977f-0800271c1b75,200mg,,
25f08fc1-3d2a-482e-b0bc-a37652c47ee5,1,Metronidazole 400mg Retired Retired Retired,f9608d19-a304-4508-9074-4858cd3ccbed,33b0b316-8a92-11e4-977f-0800271c1b75,400mg,,
542ddce8-57a0-48b2-8512-8afde1c155b9,1,Metronidazole 500mg/100ml Retired Retired Retired,f9608d19-a304-4508-9074-4858cd3ccbed,111b7c83-bd20-456a-9eb0-ab647e6566e0,500mg/100ml,,
d967e8d2-3780-46f6-a46a-538fba6de051,1,Metronidazole\,Chlorhexidine\,Lignocaine & Menthol 10g Retired Retired Retired,75fd74ef-1b85-4fac-9a44-b56eb5c2b2a3,61e9f4ce-fd91-405d-9a51-d0ccc94b18fa,10g
001b7fe9-6ed1-4d5b-9a1f-f66678a1edc4,1,Metronidazole &  Diloxanide 200mg + 250mg / 10ml Retired Retired Retired,c929e588-db44-4d91-8040-d82cd21744d1,17b46434-eadc-452a-a13b-35d9a85d3d19,200mg + 250mg / 10ml,,
2cabac2d-3d48-4713-a8e8-cc683c2f4f9a,1,Metronidazole & Diloxanide 400mg + 500mg Retired Retired Retired,c929e588-db44-4d91-8040-d82cd21744d1,33b0b316-8a92-11e4-977f-0800271c1b75,400mg + 500mg,,
cf7b1b3e-f2e8-45f0-9cf2-3a3de86cd333,1,Midazolam 1mg/ml Retired Retired Retired,75354dd0-4650-438e-a819-b1bee23e0f0e,111b7c83-bd20-456a-9eb0-ab647e6566e0,1mg/ml,,
6b12d20f-3b02-4209-b868-748e61240063,1,Mifepristone & Misoprostol 200mg + 800mcg Retired Retired Retired,62000346-9e4b-4462-bd36-561804ad10ad,33b0b316-8a92-11e4-977f-0800271c1b75,200mg + 800mcg,,
58fee33f-fa60-40e2-a5a8-72c4a70e6589,1,Miltefosine 50mg Retired Retired Retired,75523cab-d099-40a9-aaed-8ac097d88014,33b11175-8a92-11e4-977f-0800271c1b75,50mg,,
0ed2d479-55fc-485e-a5a3-466d07172f60,1,Mirtazapine 7.5mg Retired Retired Retired,30754108-af96-41aa-adee-2b6556bc48f3,33b11175-8a92-11e4-977f-0800271c1b75,7.5mg,,
9fd11343-cd89-4b97-ac91-4745ff6d7ed6,1,Misoprostol 200mcg Retired Retired Retired,eb3c251d-b345-4517-9438-8ffb9336ebc9,33b0b316-8a92-11e4-977f-0800271c1b75,200mcg,,
ea72492a-18a1-421d-9bd1-c242c7b58b04,1,Morphine 10mg/ml Retired Retired Retired,9c2f2f22-6e7a-464e-a8ca-129bc1fdf4b5,111b7c83-bd20-456a-9eb0-ab647e6566e0,10mg/ml,,
40369a94-c0b4-4845-ba91-14d3185a8368,1,Naloxone 0.4mg/ml Retired Retired Retired,77a46432-ce20-4aab-96dc-6a12feac08b4,111b7c83-bd20-456a-9eb0-ab647e6566e0,0.4mg/ml,,
